name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
Good Morning,Norah Jones,warm;clear;hopeful,acoustic;piano;vocal_breath,,0.35,0.6,0.4,0.7,0.3,0.6,0.4,en,1,jazz,"""{""""morning_clear_light"""":0.9,""""afternoon_warm_idle"""":0.8,""""weekend_slow"""":0.75}""",soft_focus_work,0.9,Norah Jones 温暖慵懒的声线搭配钢琴与木吉他，营造出清晨阳光般的明亮与舒适
Flashing Lights,Kanye West,urban;restless;bittersweet,soft_synth;cold_synth;electric_distant,,0.65,0.5,0.6,0.4,0.6,0.7,0.55,en,1,hip_hop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,Kanye West 的都市感嘻哈，冷调合成器与不安的节奏交织，带有怀旧与苦涩的复杂情绪
电梯,郁可唯,urban;restrained;melancholic,piano;soft_synth;reverb_heavy;vocal_breath,,0.35,0.4,0.45,0.5,0.3,0.6,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,钢琴与软合成器交织，郁可唯克制的人声传递出都市中的孤独与内省
Ship of Fools,Susanna,melancholic;restrained;lonely,piano;vocal_breath;reverb_heavy,,0.25,0.3,0.35,0.35,0.2,0.6,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Susanna 脆弱而克制的人声搭配极简钢琴与深远混响，营造出孤独而内省的氛围
M19 - 怒り　rage,坂本龍一,restless;unresolved;melancholic,piano;cinematic;minimal;reverb_heavy,,0.25,0.2,0.3,0.2,0.15,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.9,坂本龍一的钢琴独奏，重复而压抑的和弦营造出未解决的愤怒与不安
"""Symphonie fantastique, Op. 14: Marche au supplice (Allegro non troppo)""",Hector Berlioz,restless;melancholic;unresolved,cinematic;string;minimal,,0.7,0.4,0.8,0.3,0.6,0,0.8,instrumental,0,classical,"""{""""deep_night_introspective"""":0.5,""""night_rain_humid"""":0.4,""""work_focus_low_vocal"""":0.3}""",city_to_inner_room,0.85,柏辽兹《幻想交响曲》第四乐章，进行曲风格，弦乐与铜管交织，紧张不安且充满戏剧性
The Feels,jackLNDN,warm;hopeful;clear,soft_synth;vocal_breath;electric_distant,,0.55,0.6,0.5,0.65,0.55,0.7,0.5,en,1,deep_house,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,温暖合成器与人声交织，节奏轻快明亮，适合都市午后或夜晚漫步
O Magnum Mysterium,Nordic Chamber Choir - Nicol Matt,introspective;restrained;melancholic,string;cinematic;minimal,,0.15,0.35,0.3,0.45,0.1,0.6,0.8,instrumental,1,classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,北欧合唱团演绎的圣歌，人声纯净而克制，充满内省与庄严的静谧感
Never Again(short ver.),青木カレン,melancholic;restrained;bittersweet,piano;string;vocal_breath;reverb_heavy,,0.3,0.35,0.4,0.4,0.25,0.6,0.7,ja,1,j_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",afterglow_fading,0.85,钢琴与弦乐铺垫，青木カレン的人声克制而伤感，带有淡淡的苦涩与怀旧
水星记,郭顶,introspective;melancholic;bittersweet,piano;soft_synth;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.6,0.75,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""evening_city_walk"""":0.75}""",fade_into_inner_space,0.9,钢琴与合成器交织，郭顶低沉人声营造内省而略带忧伤的宇宙隐喻
Sugar On My Tongue,"""Tyler, The Creator""",sensual;warm;bittersweet,soft_synth;vocal_breath;electric_distant;jazz_brush,,0.45,0.5,0.55,0.6,0.5,0.7,0.5,en,1,alternative_rnb,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,Tyler 慵懒的声线与软合成器、爵士刷营造出温暖而略带苦涩的亲密氛围
夜曲,周杰伦,melancholic;nostalgic;bittersweet,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.5,0.45,0.3,0.6,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.85,""""deep_night_introspective"""":0.75}""",slow_opening,0.9,周杰伦经典抒情，钢琴与弦乐交织，人声带着怀旧与淡淡的忧伤
We Are the Future,Wild Belle,hopeful;urban;clear,soft_synth;acoustic;vocal_breath,,0.6,0.65,0.55,0.6,0.55,0.7,0.5,en,1,indie_pop,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,轻快的合成器与木吉他交织，人声充满希望与都市感，能量中等偏上
Opera,Various Artists,melancholic;restrained;bittersweet,piano;string;cinematic;vocal_breath,,0.35,0.4,0.5,0.45,0.2,0.6,0.7,en,1,classical_crossover,"""{""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,歌剧风格的人声与钢琴弦乐交织，情感深沉而克制，带有古典的忧郁与回味
归属,VH (Vast & Hazy),introspective;melancholic;bittersweet,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.65,0.75,zh,1,indie_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,钢琴与弦乐交织，人声带有呼吸感与混响，营造出内省而略带忧伤的归属追寻氛围
Tafoo,Moderator,dreamy;misty;introspective,ambient_pad;soft_synth;reverb_heavy;minimal,,0.25,0.35,0.3,0.45,0.2,0,0.6,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""deep_night_introspective"""":0.75}""",soft_focus_work,0.85,氛围电子作品，软合成器与深远混响营造出梦幻朦胧的内省空间
U + Ur Hand,P!nk,restless;urban;bittersweet,electric_distant;soft_synth;vocal_breath,generic_radio_pop,0.7,0.6,0.65,0.4,0.7,0.8,0.5,en,1,pop_rock,"""{""""evening_city_walk"""":0.55,""""user_requested_explore"""":0.5,""""work_focus_low_vocal"""":0.4}""",city_to_inner_room,0.8,P!nk 的流行摇滚风格，能量较高，带有都市叛逆和苦涩感，但存在主流流行制作痕迹
Still Think Different [Just Forget],Substantial,introspective;melancholic;restrained,piano;reverb_heavy;vocal_breath;minimal,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,en,1,alternative_hip_hop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,内省且克制的说唱，钢琴与混响人声营造出沉思的夜晚氛围
Darck City,Reza Solatipour,urban;restless;melancholic,cold_synth;electric_distant;reverb_heavy,,0.6,0.3,0.7,0.2,0.6,0,0.7,instrumental,0,electronic,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.85,冷调合成器与深远混响营造出都市夜晚的躁动与孤寂感
Beleza Pula,高中正義,warm;clear;hopeful,acoustic;jazz_brush;string;electric_distant,,0.45,0.65,0.4,0.7,0.5,0,0.35,instrumental,0,jazz,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.8,""""work_focus_low_vocal"""":0.7}""",soft_focus_work,0.85,高中正義的吉他演奏明亮温暖，融合爵士与拉丁节奏，充满阳光与律动感
Twisting The Knife,Sorcha Richardson,melancholic;restless;bittersweet,electric_distant;vocal_breath;reverb_heavy,,0.4,0.35,0.5,0.3,0.4,0.6,0.7,en,1,indie_folk,"""{""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75,""""evening_city_walk"""":0.7}""",late_night_descent,0.85,电吉他失真与人声混响营造出不安的忧郁，适合深夜内省场景
Get Out,GO DARK,restless;urban;melancholic,electric_distant;cold_synth;reverb_heavy,,0.6,0.35,0.55,0.3,0.6,0.7,0.65,en,1,alternative_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",city_to_inner_room,0.85,冷调合成器与远距离电吉他营造出都市夜晚的躁动与忧郁，人声充满不安感
Week-end à Rome,Nouvelle Vague,nostalgic;warm;bittersweet,acoustic;jazz_brush;vocal_breath;soft_synth,,0.35,0.5,0.4,0.6,0.3,0.6,0.55,fr,1,bossa_nova,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",soft_focus_work,0.85,Nouvelle Vague 的 bossa nova 翻唱，轻柔人声与爵士刷弦带来怀旧而温暖的午后质感
Instant Immortal,Matryoshka,dreamy;melancholic;unresolved,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.5,0.45,0.3,0.6,0.7,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",fade_into_inner_space,0.85,梦幻钢琴与弦乐交织，人声空灵而略带忧郁，营造出悬而未决的沉浸感
獅子座流星群,河野伸,dreamy;nostalgic;bittersweet,piano;string;ambient_pad;reverb_heavy,,0.25,0.4,0.35,0.5,0.2,0,0.7,instrumental,0,modern_classical,"""{""""night_clear_lonely"""":0.85,""""deep_night_introspective"""":0.8,""""evening_city_walk"""":0.75}""",afterglow_fading,0.85,钢琴与弦乐交织的梦幻氛围，带有怀旧与淡淡的忧伤，如同流星划过夜空
I believe ～海の底から～,KOKIA,melancholic;nostalgic;bittersweet,piano;string;vocal_breath;reverb_heavy,,0.3,0.4,0.45,0.5,0.2,0.7,0.75,ja,1,j_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",afterglow_fading,0.85,KOKIA 空灵而略带哀伤的人声与钢琴弦乐交织，营造出深海般的怀旧与忧郁氛围
難破船,中森明菜,melancholic;bittersweet;restrained,piano;string;vocal_breath;reverb_heavy,,0.3,0.3,0.5,0.4,0.2,0.8,0.85,ja,1,j_pop,"""{""""night_rain_humid"""":0.85,""""deep_night_introspective"""":0.8,""""evening_city_walk"""":0.7}""",rain_on_glass,0.9,中森明菜标志性的悲情演绎，钢琴与弦乐编织出沉郁的失恋氛围，人声充满破碎感
"""Piano Sonata No. 19 in C Minor, D. 958: II. Adagio""",Franz Schubert,introspective;melancholic;restrained,piano;cinematic;minimal,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.75}""",slow_opening,0.95,舒伯特C小调钢琴奏鸣曲的慢板乐章，深沉内省，钢琴独奏营造出克制而忧郁的氛围
沉重,梁晓珺,melancholic;restrained;lonely,piano;string;reverb_heavy;vocal_breath,,0.25,0.3,0.4,0.35,0.2,0.6,0.8,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",late_night_descent,0.85,钢琴与弦乐交织，人声克制而沉重，营造出深夜内省的忧郁氛围
The Promise,Michael Nyman,introspective;melancholic;restrained,piano;string;cinematic;minimal,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,Michael Nyman 标志性的极简钢琴与弦乐，缓慢而克制，充满内省与忧郁的承诺感
Young and Beautiful (DH Orchestra Version),Lana Del Rey,nostalgic;melancholic;bittersweet,string;cinematic;vocal_breath;reverb_heavy,,0.35,0.4,0.55,0.5,0.3,0.75,0.8,en,1,orchestral_pop,"""{""""deep_night_introspective"""":0.85,""""evening_city_walk"""":0.8,""""night_rain_humid"""":0.75}""",afterglow_fading,0.9,弦乐编排的管弦乐版本，Lana Del Rey 的怀旧声线在宏大而忧伤的氛围中缓缓展开
In Dreams,Flica,dreamy;misty;introspective,ambient_pad;minimal;field_recording;reverb_heavy,,0.2,0.3,0.25,0.4,0.1,0,0.6,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,梦幻氛围声景，极简铺底与田野录音交织，营造朦胧内省的空间感
Song Before You Came,Motohiro Nakashima,introspective;melancholic;restrained,piano;minimal;cinematic,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴独奏，缓慢而克制，充满内省与留白，类似坂本龍一的安静质感
逃 - 電視劇《想見你》插曲,孫盛希,nostalgic;bittersweet;restrained,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.7,0.75,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.85,孙盛希的声线带着克制与怀旧，钢琴和弦乐编织出电视剧《想见你》中时空交错的苦涩与思念
Crowded Apartment,Emil Brandqvist,introspective;melancholic;restrained,piano;minimal;cinematic;field_recording,,0.25,0.3,0.35,0.4,0.2,0,0.7,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",rain_on_glass,0.85,极简钢琴与细腻的现场录音，营造出内省而克制的孤独氛围，如同在拥挤公寓中的静谧时刻
晨間新聞,蔡健雅,warm;nostalgic;clear,acoustic;vocal_breath;string,,0.35,0.55,0.4,0.65,0.3,0.65,0.55,zh,1,mandopop,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,蔡健雅温暖声线搭配木吉他，清晨般的清新与怀旧，节奏舒缓
Night Running,Cage The Elephant,restless;urban;unresolved,electric_distant;reverb_heavy;soft_synth,,0.6,0.45,0.55,0.4,0.65,0.7,0.5,en,1,indie_rock,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,急促的鼓点与模糊的电吉他营造出都市夜晚的躁动与不安，人声充满张力
Return To Innocence (Radio Edit),Enigma,dreamy;nostalgic;hopeful,ambient_pad;soft_synth;vocal_breath;field_recording,,0.4,0.5,0.45,0.55,0.35,0.3,0.6,en,1,new_age,"""{""""morning_clear_light"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",soft_focus_work,0.85,空灵的人声吟唱与氛围合成器铺底，营造出怀旧而梦幻的回归感，能量中等偏低
Foreign Tides,RY X,introspective;melancholic;restrained,piano;reverb_heavy;vocal_breath;ambient_pad,,0.2,0.3,0.25,0.4,0.15,0.6,0.8,en,1,ambient_folk,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",fade_into_inner_space,0.9,RY X 的脆弱人声与空旷钢琴、氛围铺垫，营造出深沉内省与克制的孤独感
一趟,李宇春,urban;restless;hopeful,electric_distant;soft_synth;reverb_heavy,,0.55,0.5,0.6,0.4,0.5,0.7,0.55,zh,1,art_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,电子合成器与都市感节奏，李宇春的人声带着疏离与希望交织的情绪
Lettre lois,M83,dreamy;nostalgic;melancholic,soft_synth;reverb_heavy;ambient_pad;electric_distant,,0.35,0.4,0.45,0.5,0.3,0,0.65,instrumental,0,ambient,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.85,梦幻合成器与深远混响营造出怀旧而忧郁的氛围，适合都市夜晚的内省场景
Do It Without You,Jacques Greene,urban;nostalgic;bittersweet,soft_synth;vocal_breath;reverb_heavy;electric_distant,,0.45,0.45,0.5,0.5,0.5,0.6,0.6,en,1,electronic,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",city_to_inner_room,0.85,都市电子风格，软合成器与人声混响营造怀旧而略带苦涩的夜晚氛围
STARGAZER ~星の扉,根岸さとり,dreamy;nostalgic;hopeful,soft_synth;string;vocal_breath;reverb_heavy,,0.4,0.5,0.45,0.55,0.35,0.7,0.65,ja,1,anime_song,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",slow_opening,0.85,梦幻的合成器与弦乐交织，人声空灵而怀旧，带有仰望星空的希望感
Mont Ventoux,Von Spar,restrained;melancholic;introspective,piano;minimal;reverb_heavy,,0.2,0.3,0.25,0.35,0.15,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,极简钢琴与深远混响，克制而内省，如同山间寂静的冥想
A-Train,COMA,urban;restless;nostalgic,soft_synth;electric_distant;reverb_heavy;lofi_dust,,0.45,0.5,0.55,0.4,0.5,0,0.5,instrumental,0,electronic,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",city_to_inner_room,0.85,都市感电子音乐，软合成器与深远混响营造出略带不安的怀旧氛围
redrum,21 Savage,urban;restless;unresolved,electric_distant;cold_synth;minimal,,0.7,0.4,0.7,0.3,0.8,0.8,0.6,en,1,hip_hop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.6}""",city_to_inner_room,0.85,冷峻的 trap 节拍与 21 Savage 低沉人声，营造出都市不安与悬疑氛围
惯坏,泳儿,melancholic;bittersweet;restrained,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.7,0.75,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.85,泳儿细腻的声线配合钢琴与弦乐，营造出克制而苦涩的怀旧情绪
Can't Stop Playing (Makes Me High) [Oliver Heldens & Gregor Salto Vocal Mix],Gregor Salto,restless;urban;hopeful,soft_synth;electric_distant;reverb_heavy,,0.7,0.6,0.65,0.5,0.75,0.6,0.4,en,1,house,"""{""""evening_city_walk"""":0.7,""""user_requested_explore"""":0.65,""""weekend_slow"""":0.5}""",city_to_inner_room,0.8,高能量电子舞曲，重复人声与合成器营造都市律动感，但情感较轻
Flavor Of Life (Ballad Version),宇多田ヒカル,warm;nostalgic;bittersweet,piano;string;vocal_breath,,0.4,0.5,0.45,0.7,0.3,0.75,0.7,ja,1,j_pop,"""{""""evening_city_walk"""":0.8,""""night_rain_humid"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.9,宇多田光温暖而略带沙哑的声线搭配钢琴与弦乐，营造出怀旧而略带苦涩的抒情氛围
Thin Growing Thing,Pure Bathing Culture,dreamy;misty;restrained,soft_synth;reverb_heavy;ambient_pad;vocal_breath,,0.3,0.4,0.35,0.45,0.2,0.4,0.55,en,1,dream_pop,"""{""""morning_cloudy_slow"""":0.85,""""work_focus_low_vocal"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,梦幻流行风格，软合成器与深远混响营造朦胧、克制的氛围，人声轻柔如呼吸
Philip And Steve's Furniture Removal Company,The Divine Comedy,warm;nostalgic;hopeful,acoustic;string;vocal_breath,,0.4,0.55,0.45,0.65,0.35,0.65,0.6,en,1,baroque_pop,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的弦乐与木吉他编排，配合怀旧而充满希望的人声，营造出轻松愉悦的复古氛围
Charms,Abel Korzeniowski,introspective;melancholic;restrained,string;piano;cinematic;minimal,,0.2,0.3,0.25,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.8}""",slow_opening,0.9,弦乐与钢琴交织的极简配乐，克制而内省，充满电影感的忧郁与留白
Dew,Stenny,misty;restrained;introspective,ambient_pad;minimal;cold_synth,,0.2,0.3,0.25,0.35,0.15,0,0.6,instrumental,0,ambient,"""{""""morning_cloudy_slow"""":0.85,""""work_focus_low_vocal"""":0.8,""""deep_night_introspective"""":0.75}""",rain_on_glass,0.85,冷调氛围铺底，极简结构如同晨露般朦胧而克制
男人,范曉萱,introspective;melancholic;restrained,piano;string;vocal_breath,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""evening_city_walk"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,范晓萱的细腻声线与钢琴弦乐交织，内省而克制的抒情，带有淡淡的忧郁
Bulletproof,Lamb,restless;urban;melancholic,electric_distant;cold_synth;vocal_breath;reverb_heavy,,0.6,0.4,0.65,0.3,0.55,0.7,0.7,en,1,trip_hop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",city_to_inner_room,0.85,Lamb 标志性的 trip-hop 风格，冰冷电子音色与脆弱人声交织，充满都市夜晚的躁动与内省
Take Out Chicken,Du Blonde,restless;urban;unresolved,electric_distant;soft_synth;reverb_heavy,,0.6,0.5,0.55,0.4,0.6,0.7,0.5,en,1,indie_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.8,Du Blonde 的独立摇滚风格，带有城市躁动与未解的情绪，电吉他与人声混响营造出疏离感
Krystallos,Matthias Bartolomey,introspective;restrained;melancholic,string;minimal;cinematic,,0.2,0.3,0.25,0.35,0.1,0,0.75,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_rain_humid"""":0.75}""",afterglow_fading,0.85,大提琴独奏，极简而克制，充满内省与忧郁的古典质感
十二樓,莫文蔚,urban;nostalgic;melancholic,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.6,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",city_to_inner_room,0.9,莫文蔚慵懒声线搭配钢琴与弦乐，营造都市夜晚的怀旧与淡淡忧郁
Favourite Boy,Half Moon Run,melancholic;dreamy;restrained,acoustic;reverb_heavy;vocal_breath;soft_synth,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,en,1,indie_folk,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",fade_into_inner_space,0.85,木吉他与混响人声交织，忧郁而梦幻的独立民谣质感
遺失的美好,張韶涵,nostalgic;warm;bittersweet,piano;string;vocal_breath,,0.45,0.5,0.45,0.6,0.35,0.7,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.7,""""night_rain_humid"""":0.75}""",slow_opening,0.85,張韶涵清亮而略带伤感的声线，钢琴与弦乐交织出怀旧与温暖的抒情氛围
Lux Prima,Karen O,dreamy;warm;nostalgic,soft_synth;ambient_pad;vocal_breath;reverb_heavy,,0.3,0.5,0.4,0.65,0.25,0.6,0.6,en,1,art_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",fade_into_inner_space,0.85,温暖梦幻的合成器氛围，Karen O 轻柔人声包裹在混响中，怀旧而内省
Moviestar - Early Version,All India Radio,dreamy;nostalgic;restrained,soft_synth;ambient_pad;electric_distant;reverb_heavy,,0.35,0.4,0.4,0.5,0.3,0,0.6,instrumental,0,ambient,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",city_to_inner_room,0.85,梦幻合成器与深远混响营造出怀旧而克制的氛围，适合都市夜晚的内心漫游
Twenty One Years and One Day,Exxasens,dreamy;restrained;nostalgic,soft_synth;ambient_pad;reverb_heavy;electric_distant,,0.35,0.4,0.45,0.5,0.3,0,0.6,instrumental,0,post_rock,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""evening_city_walk"""":0.75}""",afterglow_fading,0.85,梦幻合成器与深远混响营造出克制而怀旧的氛围，适合内省与工作场景
我真的受傷了,王菀之,melancholic;lonely;restrained,piano;vocal_breath;acoustic,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",rain_on_glass,0.9,王菀之清冷细腻的声线搭配简约钢琴，营造出孤独而克制的伤感氛围
熄灯,萧亚轩,melancholic;lonely;introspective,piano;reverb_heavy;vocal_breath,,0.3,0.3,0.4,0.35,0.25,0.6,0.7,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""night_rain_humid"""":0.75}""",late_night_descent,0.85,萧亚轩低沉人声与钢琴混响营造出深夜独处的忧郁与内省氛围
Misconceptions on Forever,Emily Wells,introspective;melancholic;bittersweet,piano;string;vocal_breath;cinematic,,0.25,0.3,0.4,0.35,0.2,0.6,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,钢琴与弦乐交织，Emily Wells 脆弱的人声充满内省与未解的忧伤，如同深夜的独白
你是我心中一句惊叹,萧亚轩,warm;nostalgic;hopeful,acoustic;vocal_breath;string,,0.45,0.55,0.45,0.65,0.4,0.7,0.6,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,萧亚轩温暖声线搭配木吉他弦乐，怀旧中带着希望，能量适中
She's The Moon (feat. Andrina Bollinger),Erik Truffaz,dreamy;sensual;nostalgic,soft_synth;reverb_heavy;vocal_breath;electric_distant,,0.35,0.4,0.4,0.55,0.3,0.6,0.6,en,1,nu_jazz,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.85,Erik Truffaz 的电子爵士融合，梦幻合成器与空灵女声交织，营造出都市夜晚的迷离与怀旧感
Ballade in Form von Variationen über eine norwegische Melodie/Ballade in the Form of Variations on a,Gerhard Oppitz,introspective;restrained;melancholic,piano;minimal;cinematic,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,基于挪威旋律的变奏曲，钢琴独奏，内省而克制，情感深沉但能量低
