name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
Slumlord,Baxter Dury,urban;restless;detached,electric_distant;cold_synth;vocal_breath,,0.45,0.4,0.55,0.3,0.5,0.6,0.55,en,1,indie_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,Baxter Dury 慵懒疏离的念白式人声搭配冷调合成器，营造出都市夜晚的躁动与疏离感
Voltage,Digitalism,restless;urban;unresolved,cold_synth;electric_distant;reverb_heavy,,0.7,0.6,0.7,0.3,0.8,0,0.5,instrumental,0,electro_house,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,高能量电子曲目，冷合成器与强劲节奏营造都市躁动感
Counting Stars,OneRepublic,hopeful;restless;urban,acoustic;electric_distant;soft_synth,,0.65,0.6,0.55,0.5,0.7,0.75,0.5,en,1,pop_rock,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.6,""""weekend_slow"""":0.7}""",city_to_inner_room,0.85,流行摇滚风格，节奏明快充满希望，木吉他与合成器交织出都市活力感
Free for All,Golden Fable,dreamy;warm;hopeful,soft_synth;ambient_pad;vocal_breath,,0.35,0.5,0.4,0.6,0.3,0.5,0.5,en,1,dream_pop,"""{""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75,""""work_focus_low_vocal"""":0.7}""",soft_focus_work,0.85,梦幻合成器与轻柔人声营造温暖希望的氛围，适合低能量专注或漫步场景
"""說散就散 - """"""""前任3: 再見前任"""""""" 電影主題曲""",袁婭維,bittersweet;melancholic;nostalgic,piano;string;vocal_breath;reverb_heavy,,0.45,0.4,0.5,0.5,0.35,0.75,0.8,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.9,袁婭維強烈情感的人聲搭配鋼琴與弦樂，營造出分手後的苦澀與懷舊氛圍
Assassin's Creed III Main Theme,Lorne Balfe,restrained;melancholic;hopeful,cinematic;string;minimal;ambient_pad,,0.35,0.4,0.5,0.45,0.3,0,0.7,instrumental,0,cinematic_orchestral,"""{""""work_focus_low_vocal"""":0.8,""""deep_night_introspective"""":0.75,""""morning_cloudy_slow"""":0.7}""",slow_opening,0.85,管弦乐与氛围合成器交织，克制中带有史诗感与希望
Follow Your Feet,Y La Bamba,dreamy;introspective;hopeful,acoustic;vocal_breath;reverb_heavy;minimal,,0.3,0.5,0.35,0.55,0.25,0.6,0.6,en,1,indie_folk,"""{""""morning_cloudy_slow"""":0.8,""""work_focus_low_vocal"""":0.75,""""deep_night_introspective"""":0.7}""",soft_focus_work,0.85,木吉他与人声交织，轻柔混响营造梦幻内省氛围，带有淡淡的希望感
道玄坂,Maximilian Hecker,melancholic;dreamy;restrained,piano;reverb_heavy;vocal_breath;ambient_pad,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,en,1,indie_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",fade_into_inner_space,0.9,Maximilian Hecker 标志性的脆弱假声与钢琴混响，营造出忧郁而梦幻的深夜氛围
to be free,Night Tapes,dreamy;nostalgic;hopeful,soft_synth;reverb_heavy;vocal_breath;ambient_pad,,0.4,0.5,0.45,0.55,0.35,0.6,0.55,en,1,dream_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与深远混响营造出怀旧而充满希望的都市夜晚氛围
RACE AGAINST,ionnalee,restless;urban;unresolved,cold_synth;electric_distant;reverb_heavy,,0.6,0.4,0.55,0.3,0.6,0.7,0.65,en,1,art_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,冷调合成器与急促节奏，ionnalee 的人声充满都市不安与未解情绪
The Flower Duet (from Lakmé),All Angels,dreamy;clear;warm,vocal_breath;string;cinematic;ambient_pad,,0.25,0.65,0.35,0.6,0.2,0.8,0.55,en,1,classical_crossover,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.8,""""evening_city_walk"""":0.7}""",slow_opening,0.9,空灵女声二重唱搭配弦乐与氛围铺底，清澈温暖如晨光中的花
KINDRED I,Kelsey Lu,introspective;melancholic;dreamy,string;cinematic;reverb_heavy;vocal_breath,,0.25,0.35,0.4,0.45,0.2,0.6,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,大提琴与空灵人声交织，缓慢而内省，充满电影感的梦幻忧郁
I'm Your Girl ?,KHAN,urban;restless;nostalgic,soft_synth;electric_distant;vocal_breath,,0.6,0.5,0.55,0.45,0.6,0.75,0.5,en,1,synthpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,合成器驱动的都市感曲目，人声带有呼吸感，节奏略显不安但不过度激烈
消失,范晓萱,melancholic;introspective;restrained,piano;string;vocal_breath;reverb_heavy,,0.3,0.35,0.4,0.3,0.2,0.6,0.75,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,范晓萱脆弱而内省的人声与钢琴弦乐交织，营造出忧郁而克制的氛围
GREEN SLEEVES,Various Artists,nostalgic;melancholic;warm,acoustic;string;minimal,,0.2,0.4,0.3,0.6,0.15,0,0.7,instrumental,0,folk,"""{""""morning_cloudy_slow"""":0.85,""""evening_city_walk"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.9,经典民谣旋律，木吉他或弦乐演绎，怀旧而温暖，带有淡淡的忧伤
New York (Oliver Nelson Remix),Urban Cone,urban;restless;hopeful,soft_synth;electric_distant;reverb_heavy,,0.6,0.55,0.6,0.45,0.65,0.7,0.5,en,1,electro_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,都市感电子流行，合成器与混响营造出夜晚城市中的不安与期待
Murmuration,Lakker,restless;unresolved;urban,cold_synth;electric_distant;field_recording;minimal,,0.4,0.3,0.5,0.2,0.5,0,0.6,instrumental,0,experimental_techno,"""{""""evening_city_walk"""":0.7,""""deep_night_introspective"""":0.65,""""work_focus_low_vocal"""":0.6}""",city_to_inner_room,0.85,冰冷合成器与田野录音交织，营造出都市中不安而悬疑的声景
Outside,Cardi B,urban;restless;bittersweet,soft_synth;electric_distant;vocal_breath,,0.65,0.5,0.7,0.4,0.7,0.85,0.6,en,1,hip_hop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.8,Cardi B 的都市说唱，节奏感强，人声突出，带有不安与怀旧情绪
A Schoolgirl's Day,Mike Patton,dreamy;nostalgic;restrained,piano;field_recording;minimal;cinematic,,0.2,0.35,0.25,0.4,0.15,0,0.6,instrumental,0,modern_classical,"""{""""morning_cloudy_slow"""":0.85,""""work_focus_low_vocal"""":0.8,""""deep_night_introspective"""":0.75}""",soft_focus_work,0.85,钢琴与田野录音交织，营造出梦幻而怀旧的校园氛围，整体克制而内敛
Perfect,Mike Posner,introspective;melancholic;lonely,piano;reverb_heavy;vocal_breath,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,en,1,indie_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,钢琴主导的抒情曲，Mike Posner 脆弱的人声与空旷混响营造出内省与孤独感
柿子 (国语) (Live),林忆莲,melancholic;restrained;unresolved,piano;string;vocal_breath;cinematic,,0.35,0.3,0.5,0.4,0.2,0.7,0.8,zh,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,林忆莲现场演绎，钢琴与弦乐交织，人声充满克制与未解的情绪张力
Sundown on Memory Point,Space Dimension Controller,dreamy;nostalgic;bittersweet,soft_synth;ambient_pad;reverb_heavy;electric_distant,,0.25,0.35,0.3,0.45,0.2,0,0.6,instrumental,0,ambient_techno,"""{""""evening_city_walk"""":0.85,""""night_clear_lonely"""":0.8,""""deep_night_introspective"""":0.75}""",afterglow_fading,0.85,梦幻合成器与深远混响营造出怀旧而略带苦涩的黄昏氛围，能量低缓，适合夜晚独处
Marseille,Ahmad Jamal,warm;clear;restrained,piano;acoustic;jazz_brush;minimal,,0.35,0.6,0.4,0.7,0.3,0,0.5,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""afternoon_warm_idle"""":0.8,""""morning_clear_light"""":0.75}""",soft_focus_work,0.9,Ahmad Jamal 的钢琴三重奏，温暖而清晰的爵士质感，节奏轻柔克制，适合专注或悠闲场景
我的快乐大于我的悲哀,戴佩妮,warm;hopeful;bittersweet,acoustic;vocal_breath;string,,0.45,0.6,0.4,0.7,0.35,0.7,0.55,zh,1,mandopop,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,戴佩妮温暖声线搭配木吉他，传递出希望中略带苦涩的复杂情绪
STRANGE DAYS (1999),HEALTH,restless;urban;unresolved,cold_synth;electric_distant;reverb_heavy,,0.65,0.35,0.7,0.25,0.6,0.4,0.7,en,1,industrial_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,冷峻的工业合成器与失真人声，营造出都市夜晚的不安与疏离感
Les éclats,Ponteix,restless;urban;unresolved,electric_distant;reverb_heavy;cold_synth,,0.6,0.4,0.55,0.3,0.6,0,0.5,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,冷调合成器与深远混响营造出都市夜晚的不安与疏离感
Need You,Flight Facilities / Nika,nostalgic;warm;bittersweet,soft_synth;vocal_breath;reverb_heavy,,0.45,0.5,0.5,0.6,0.4,0.7,0.65,en,1,electronic_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,温暖合成器与人声交织，怀旧中带着淡淡的苦涩，适合夜晚城市漫步
Sidetrack,Catfish and the Bottlemen,restless;urban;unresolved,electric_distant;reverb_heavy;acoustic,,0.6,0.5,0.55,0.4,0.6,0.6,0.5,en,1,indie_rock,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,英式独立摇滚，电吉他远距混响与不安的节奏，带有都市疏离感
Last Flowers,Radiohead,unresolved;melancholic;restless,piano;reverb_heavy;vocal_breath,,0.3,0.25,0.4,0.35,0.3,0.5,0.8,en,1,art_rock,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.9,不安的钢琴与 Yorke 脆弱的人声，始终悬而未决的情绪
So Cold,Cat Clyde,melancholic;lonely;restrained,acoustic;vocal_breath;minimal,,0.25,0.3,0.3,0.35,0.2,0.6,0.75,en,1,folk,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Cat Clyde 的民谣风格，以简约的吉他和脆弱的人声传递出寒冷、孤独与克制的情绪
Where the Action is (Reprise),The Waterboys,restless;urban;hopeful,electric_distant;reverb_heavy;cinematic,,0.6,0.55,0.5,0.4,0.6,0.7,0.5,en,1,folk_rock,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,电吉他混响与激昂人声，都市躁动中带着希望，能量中等偏上
Mr. Blue Sky,Electric Light Orchestra,hopeful;warm;clear,acoustic;string;soft_synth,,0.7,0.8,0.6,0.7,0.65,0.6,0.4,en,1,art_rock,"""{""""morning_clear_light"""":0.9,""""afternoon_warm_idle"""":0.8,""""weekend_slow"""":0.7}""",slow_opening,0.85,明亮欢快的旋律与弦乐编排，充满希望和温暖，适合清晨或午后场景
Oh Mary,Anna Ternheim,melancholic;introspective;restrained,acoustic;vocal_breath;reverb_heavy,,0.25,0.3,0.35,0.4,0.2,0.6,0.7,en,1,singer_songwriter,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Anna Ternheim 脆弱而克制的人声搭配原声吉他，营造出内省而忧郁的氛围
Run Through My Mind,Seahawks,dreamy;misty;detached,ambient_pad;soft_synth;reverb_heavy;field_recording,,0.2,0.35,0.3,0.45,0.15,0,0.5,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""deep_night_introspective"""":0.75}""",soft_focus_work,0.85,梦幻氛围电子，软合成器与田野录音交织，朦胧而疏离的声景
Move On,Mike Posner,nostalgic;hopeful;bittersweet,acoustic;vocal_breath;soft_synth,,0.45,0.5,0.4,0.55,0.4,0.7,0.6,en,1,pop,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,Mike Posner 的温暖声线搭配木吉他，传递出怀旧与希望交织的复杂情感
Wildfire,Maps,dreamy;urban;hopeful,soft_synth;reverb_heavy;electric_distant,,0.45,0.5,0.5,0.5,0.45,0,0.5,instrumental,0,synthpop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",city_to_inner_room,0.85,梦幻合成器与深远混响营造出都市夜晚的清晰轮廓与希望感
Drop,Hope Sandoval & The Warm Inventions,dreamy;melancholic;detached,soft_synth;reverb_heavy;vocal_breath;electric_distant,,0.25,0.3,0.35,0.4,0.2,0.6,0.7,en,1,dream_pop,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""evening_city_walk"""":0.75}""",fade_into_inner_space,0.9,Hope Sandoval 慵懒迷离的人声搭配深远混响的合成器，营造出梦幻而疏离的夜晚氛围
Escualo,Javier Girotto,restless;urban;clear,acoustic;jazz_brush;electric_distant,,0.6,0.7,0.55,0.5,0.65,0,0.4,instrumental,0,jazz,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""afternoon_warm_idle"""":0.65}""",city_to_inner_room,0.85,拉丁爵士风格，木管与爵士鼓带来都市感与清晰的律动
Love,Unloved,melancholic;urban;bittersweet,electric_distant;vocal_breath;reverb_heavy,,0.35,0.3,0.4,0.35,0.3,0.6,0.7,en,1,indie_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",city_to_inner_room,0.85,疏离的电吉他与人声，混响厚重，营造出城市夜晚的忧郁与苦涩浪漫
Bedtime Story,Madonna,dreamy;introspective;detached,ambient_pad;soft_synth;reverb_heavy;minimal,,0.25,0.4,0.3,0.45,0.2,0.5,0.6,en,1,electronic,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.9,Madonna 的梦幻电子作品，氛围铺底与稀疏人声营造出内省而疏离的深夜质感
守護天使,王菲,warm;nostalgic;dreamy,piano;string;vocal_breath;reverb_heavy,,0.4,0.5,0.45,0.7,0.3,0.65,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_clear_lonely"""":0.7}""",slow_opening,0.85,王菲空灵声线搭配钢琴与弦乐，温暖怀旧中带有梦幻感，适合安静独处场景
Last Christmas,Wham!,nostalgic;warm;bittersweet,soft_synth;acoustic;vocal_breath,,0.6,0.65,0.55,0.7,0.5,0.75,0.6,en,1,synthpop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.7,""""morning_clear_light"""":0.65}""",slow_opening,0.85,经典圣诞流行曲，合成器与温暖人声交织，怀旧而略带感伤
Nuvole bianche,Ludovico Einaudi,introspective;melancholic;restrained,piano;cinematic;minimal,,0.2,0.35,0.25,0.45,0.15,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.95,Einaudi标志性的极简钢琴，缓慢而富有情感重量，内省与克制并存
Galang,M.I.A.,restless;urban;unresolved,electric_distant;cold_synth;grainy,generic_radio_pop;mainstream_anthem,0.8,0.7,0.75,0.3,0.85,0.8,0.6,en,1,alternative_hip_hop,"""{""""evening_city_walk"""":0.5,""""user_requested_explore"""":0.55,""""night_clear_lonely"""":0.4}""",city_to_inner_room,0.85,M.I.A. 的 Galang 充满不安的都市能量，粗粝的电子音色和重复的节奏营造出紧张而叛逆的氛围，不适合主流场景推荐
In Degrees,Foals,restless;urban;bittersweet,electric_distant;soft_synth;reverb_heavy,,0.65,0.55,0.6,0.45,0.7,0.6,0.5,en,1,indie_rock,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,Foals 标志性的吉他回响与律动感，营造出都市夜晚的躁动与怀旧
Tweet,VEE,dreamy;urban;clear,soft_synth;reverb_heavy;electric_distant,,0.45,0.5,0.5,0.5,0.45,0,0.5,instrumental,0,synthwave,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",city_to_inner_room,0.85,梦幻合成器+深远混响，都市夜晚的清晰轮廓
Crowd,Boys Age,restless;urban;detached,electric_distant;reverb_heavy;cold_synth;minimal,,0.4,0.35,0.5,0.3,0.45,0,0.5,instrumental,0,post_punk,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,冷调合成器与深远混响营造出都市疏离感，节奏驱动但克制，适合夜晚城市漫步
Hopelessly Devoted to You,The Tierney Sutton Band,nostalgic;bittersweet;warm,jazz_brush;acoustic;vocal_breath;string,,0.35,0.5,0.4,0.7,0.3,0.6,0.65,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_rain_humid"""":0.7}""",afterglow_fading,0.85,爵士标准曲演绎，温暖的人声与轻柔的刷弦鼓、弦乐交织，怀旧而略带苦涩的深情
Hold On Tight,Boney James,warm;clear;sensual,acoustic;jazz_brush;soft_synth;electric_distant,,0.4,0.6,0.45,0.7,0.4,0,0.45,instrumental,0,smooth_jazz,"""{""""work_focus_low_vocal"""":0.85,""""afternoon_warm_idle"""":0.8,""""morning_clear_light"""":0.75}""",soft_focus_work,0.85,Boney James 标志性的温暖萨克斯与流畅节奏，明亮而富有质感的 smooth jazz 作品
Have You Ever Been in Love,Wy,warm;nostalgic;bittersweet,piano;string;vocal_breath,,0.4,0.5,0.45,0.65,0.3,0.7,0.7,en,1,pop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖钢琴与弦乐编排，人声深情，怀旧中带一丝苦涩的抒情流行
Colors of Love,Thomas Bergersen,warm;hopeful;bittersweet,string;cinematic;piano;vocal_breath,,0.45,0.6,0.55,0.7,0.4,0.3,0.65,instrumental,0,cinematic_orchestral,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",slow_opening,0.85,史诗级管弦乐编排，弦乐与钢琴交织出温暖而略带感伤的希望感
Marilyn & John,Vanessa Paradis,nostalgic;warm;bittersweet,acoustic;vocal_breath;string;soft_synth,,0.35,0.5,0.4,0.6,0.3,0.6,0.65,en,1,chanson,"""{""""evening_city_walk"""":0.8,""""morning_cloudy_slow"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,Vanessa Paradis 慵懒而温暖的声线，木吉他与人声交织，怀旧中带着淡淡的苦涩
If You Were There,Wham!,warm;nostalgic;hopeful,soft_synth;vocal_breath;electric_distant,,0.6,0.65,0.55,0.7,0.6,0.75,0.5,en,1,pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.7,""""morning_clear_light"""":0.65}""",slow_opening,0.85,Wham! 的经典流行曲风，温暖的人声与合成器营造怀旧而充满希望的氛围
Don't Want To Do It Again,The Leisure Society,melancholic;restrained;bittersweet,acoustic;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,en,1,indie_folk,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",afterglow_fading,0.85,木吉他与弦乐交织，人声轻柔而克制，营造出略带忧郁的怀旧氛围
Kiss Me More (feat. SZA),Doja Cat,sensual;urban;hopeful,soft_synth;vocal_breath;electric_distant,,0.65,0.7,0.6,0.55,0.7,0.8,0.4,en,1,pop,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.75,""""weekend_slow"""":0.7}""",city_to_inner_room,0.85,性感而自信的流行曲，合成器律动与人声交织，适合都市夜晚漫步
沐春風,謝安琪,warm;nostalgic;hopeful,acoustic;string;vocal_breath;piano,,0.4,0.55,0.45,0.7,0.35,0.65,0.6,zh,1,mandopop,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,謝安琪溫暖聲線搭配鋼琴與弦樂，營造出懷舊而充滿希望的春日氛圍
Jello on my Mind,Half Moon Run,dreamy;restless;bittersweet,soft_synth;reverb_heavy;vocal_breath;electric_distant,,0.4,0.45,0.5,0.5,0.4,0.6,0.6,en,1,indie_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,迷幻的合成器与深远混响，人声带着不安与怀旧，适合夜晚城市漫步
LEFT-EYE,林ゆうき,restrained;melancholic;introspective,piano;string;minimal;cinematic,,0.2,0.3,0.25,0.35,0.15,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的极简配乐，克制而内省，带有淡淡的忧郁
The One,JMSN,melancholic;bittersweet;restrained,soft_synth;vocal_breath;reverb_heavy;electric_distant,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,en,1,alternative_r&b,"""{""""deep_night_introspective"""":0.85,""""evening_city_walk"""":0.8,""""night_rain_humid"""":0.75}""",fade_into_inner_space,0.85,JMSN 的脆弱人声与软合成器、深远混响交织，营造出克制而苦涩的深夜氛围
Hide And Seek,Onra,dreamy;urban;nostalgic,soft_synth;lofi_dust;reverb_heavy;electric_distant,,0.4,0.5,0.45,0.55,0.4,0,0.5,instrumental,0,lo_fi,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.8,""""deep_night_introspective"""":0.75}""",city_to_inner_room,0.85,梦幻的 lo-fi 节拍，软合成器与混响营造出都市夜晚的怀旧氛围
小城大事,杨千嬅,nostalgic;bittersweet;melancholic,piano;string;vocal_breath,,0.4,0.45,0.5,0.55,0.35,0.7,0.75,zh,1,cantopop,"""{""""evening_city_walk"""":0.8,""""night_rain_humid"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.9,杨千嬅深情演绎的粤语抒情曲，钢琴与弦乐交织，怀旧与苦涩交织的情感重量
Push It,Salt-N-Pepa,urban;restless;hopeful,electric_distant;cold_synth;vocal_breath,,0.8,0.7,0.75,0.4,0.85,0.9,0.5,en,1,hip_hop,"""{""""evening_city_walk"""":0.85,""""user_requested_explore"""":0.8,""""afternoon_warm_idle"""":0.7}""",city_to_inner_room,0.85,经典嘻哈舞曲，强劲的节奏和自信的人声，充满都市活力与律动感
See U Again,sir Was,dreamy;warm;nostalgic,soft_synth;lofi_dust;ambient_pad;vocal_breath,,0.35,0.45,0.4,0.6,0.3,0.5,0.55,en,1,lo_fi,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,温暖的 lo-fi 氛围，软合成器与轻度失真纹理，人声轻柔，适合专注或悠闲场景
Wildthing's Arm,Schroeder-Headz,dreamy;misty;restrained,piano;ambient_pad;minimal,,0.2,0.35,0.25,0.45,0.15,0,0.6,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",soft_focus_work,0.85,钢琴与氛围垫交织，朦胧而克制的现代古典作品，适合专注或内省场景
Colorless,Copeland,melancholic;dreamy;restrained,soft_synth;reverb_heavy;vocal_breath;electric_distant,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,en,1,indie_rock,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,梦幻摇滚氛围，混响厚重的人声与合成器营造出克制而忧郁的夜晚质感
Chains & Whips,Clipse,urban;restless;unresolved,electric_distant;cold_synth;grainy,,0.7,0.4,0.7,0.3,0.75,0.8,0.6,en,1,hip_hop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,硬核说唱，冷峻合成器与粗粝质感，都市不安与未解情绪
ゴリラがバナナをくれる日,坂本龍一,warm;nostalgic;bittersweet,piano;acoustic;string;field_recording,,0.25,0.5,0.3,0.6,0.2,0,0.65,instrumental,0,modern_classical,"""{""""morning_cloudy_slow"""":0.8,""""afternoon_warm_idle"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,坂本龍一的钢琴与弦乐交织，带有田野录音的自然感，温暖而略带怀旧
River Flows In You,Yiruma,introspective;melancholic;restrained,piano;minimal;cinematic,,0.15,0.35,0.2,0.45,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.95,钢琴独奏，旋律优美而克制，充满内省与淡淡的忧伤，能量极低
The Age Of Immunology,Vanishing Twin,restless;unresolved;dreamy,cold_synth;field_recording;reverb_heavy;electric_distant,,0.55,0.4,0.6,0.3,0.5,0.4,0.6,en,1,art_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,冷调合成器与实验性声景，不安且梦幻，适合都市夜晚的内省探索
What?,Soft Cell,urban;restless;melancholic,cold_synth;electric_distant;reverb_heavy,,0.6,0.4,0.55,0.3,0.6,0.7,0.65,en,1,synthpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""night_clear_lonely"""":0.65}""",city_to_inner_room,0.85,冷调合成器与疏离人声，都市夜晚的焦躁与怀旧
Graduation Song ~Pieces of Memory~ (Full Size),Kitkit Lu,nostalgic;warm;hopeful,piano;string;vocal_breath;acoustic,,0.45,0.55,0.5,0.65,0.4,0.7,0.6,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""morning_clear_light"""":0.7}""",slow_opening,0.85,温暖钢琴与弦乐编排，人声清澈，充满毕业季的怀旧与希望
