name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
她她她,金池,introspective;melancholic;bittersweet,piano;string;vocal_breath,,0.35,0.4,0.5,0.55,0.3,0.7,0.75,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""evening_city_walk"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,钢琴与弦乐铺垫，金池深情声线传递内省与苦涩交织的复杂情感
風のとおり道,AUN Jクラシックオーケストラ,dreamy;nostalgic;restrained,string;acoustic;cinematic;minimal,,0.25,0.4,0.35,0.55,0.15,0,0.65,instrumental,0,classical,"""{""""morning_cloudy_slow"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",slow_opening,0.9,弦乐与木管交织的宫崎骏风格配乐，梦幻而怀旧，节奏舒缓克制
想い出は遠くの日々,天門,nostalgic;melancholic;dreamy,piano;string;cinematic;minimal,,0.2,0.35,0.3,0.45,0.15,0,0.75,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.9,天門标志性的钢琴与弦乐编排，缓慢而怀旧，充满回忆与淡淡的忧伤
東から来た少年,久石譲,nostalgic;dreamy;restrained,piano;string;cinematic;minimal,,0.25,0.4,0.3,0.5,0.2,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",slow_opening,0.9,久石譲的钢琴与弦乐编排，怀旧而梦幻，带有克制的情感流动
世界同時多発ラブ仮病捏造バラード,小南泰葉,restless;unresolved;melancholic,piano;vocal_breath;reverb_heavy;electric_distant,,0.4,0.35,0.5,0.3,0.4,0.7,0.75,ja,1,j_rock,"""{""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.7,""""work_focus_low_vocal"""":0.6}""",fade_into_inner_space,0.85,钢琴驱动、人声充满戏剧性张力，标题中的病态与捏造暗示了不安与未解决的情绪
Opus,坂本龍一,introspective;melancholic;restrained,piano;minimal;cinematic,,0.1,0.3,0.15,0.4,0.1,0,0.85,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.95,坂本龍一标志性的极简钢琴独奏，缓慢而克制，充满内省与留白，与Merry Christmas Mr. Lawrence风格一致
#NAME?,Bruno Wen-li,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.2,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,极简钢琴独奏，缓慢而内省，混响营造出孤独与克制的氛围
门,Howie Lee,restless;urban;unresolved,electric_distant;cold_synth;field_recording;grainy,,0.6,0.4,0.7,0.3,0.65,0,0.6,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,Howie Lee 标志性的实验电子，冷调合成器与田野录音交织，充满都市不安与未解张力
折桂令,原子邦妮 Astro Bunny,dreamy;nostalgic;bittersweet,soft_synth;ambient_pad;vocal_breath;electric_distant,,0.4,0.5,0.45,0.55,0.35,0.6,0.6,zh,1,indie_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与轻柔人声交织，带有怀旧与微苦的都市感
眠,尾澤拓実,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.15,0.25,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",afterglow_fading,0.9,极简钢琴独奏，缓慢而空旷，充满内省与忧郁的夜晚氛围
竹田の子守唄（京都府民謡）,mammy Sino,melancholic;nostalgic;restrained,acoustic;minimal;vocal_breath,,0.25,0.35,0.3,0.5,0.2,0.6,0.7,ja,1,folk,"""{""""morning_cloudy_slow"""":0.8,""""night_clear_lonely"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.85,京都民谣，简约的吉他伴奏与忧伤的人声，充满怀旧与克制的情感
カプチーノ,ともさかりえ,warm;nostalgic;bittersweet,acoustic;soft_synth;vocal_breath;lofi_dust,,0.4,0.5,0.4,0.65,0.35,0.6,0.55,ja,1,j_pop,"""{""""morning_cloudy_slow"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",soft_focus_work,0.85,温暖的日式流行，木吉他与软合成器交织，略带怀旧与苦涩的甜蜜感
水母,现象师,dreamy;misty;restrained,ambient_pad;soft_synth;minimal,,0.25,0.35,0.3,0.4,0.2,0,0.5,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,轻柔氛围电子，合成器铺底营造梦幻而克制的漂浮感，如同水母在水中缓慢游动
エレジー2,菊地成孔,melancholic;introspective;bittersweet,piano;string;reverb_heavy;minimal,,0.25,0.3,0.35,0.4,0.15,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.85,菊地成孔的钢琴与弦乐编排，沉静而哀婉，充满内省与余韵
Be Here To Love Me,Norah Jones,warm;nostalgic;bittersweet,acoustic;jazz_brush;vocal_breath;string,,0.3,0.5,0.4,0.7,0.3,0.7,0.6,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",afterglow_fading,0.9,Norah Jones 温暖慵懒的声线搭配爵士吉他与弦乐，营造怀旧而略带苦涩的黄昏氛围
Young,Vallis Alps,dreamy;hopeful;nostalgic,soft_synth;vocal_breath;reverb_heavy,,0.4,0.55,0.4,0.5,0.35,0.6,0.5,en,1,indie_pop,"""{""""morning_clear_light"""":0.8,""""evening_city_walk"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,梦幻合成器与轻柔人声交织，带来怀旧与希望并存的清新质感
Carnival Town,Norah Jones,warm;nostalgic;bittersweet,acoustic;jazz_brush;vocal_breath;piano,,0.35,0.5,0.4,0.7,0.3,0.65,0.6,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,Norah Jones 温暖慵懒的声线与爵士钢琴、刷弦鼓点交织，营造出怀旧而略带苦涩的午后氛围
崇拜,梁静茹,bittersweet;nostalgic;warm,acoustic;string;vocal_breath,,0.45,0.5,0.45,0.6,0.35,0.7,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.9,梁静茹温暖声线搭配木吉他与弦乐，怀旧中带着苦涩与释然
三年幻想郷,神乃木製作所,dreamy;nostalgic;bittersweet,piano;ambient_pad;soft_synth;minimal,,0.25,0.4,0.3,0.5,0.2,0,0.6,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",soft_focus_work,0.85,钢琴与氛围合成器交织，营造出梦幻而略带怀旧的静谧空间
赤とんぼ,坂本龍一,nostalgic;melancholic;restrained,piano;minimal;cinematic,,0.1,0.3,0.15,0.4,0.1,0,0.85,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.95,坂本龍一的钢琴独奏改编，极简而克制，充满怀旧与内省的情感重量
Wait and See,Monogem,hopeful;urban;clear,soft_synth;reverb_heavy;vocal_breath,,0.55,0.6,0.5,0.55,0.5,0.7,0.5,en,1,indie_pop,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,轻快的合成器流行，人声清晰而富有呼吸感，适合都市漫步与专注工作
Deep into It,Larry Carlton,warm;clear;restrained,acoustic;jazz_brush;string;electric_distant,,0.35,0.6,0.45,0.7,0.35,0,0.4,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""afternoon_warm_idle"""":0.8,""""morning_clear_light"""":0.75}""",soft_focus_work,0.85,Larry Carlton 的爵士吉他演奏，温暖而清晰的音色，节奏舒缓，适合专注或闲适场景
For Mom,Buckethead,nostalgic;melancholic;warm,acoustic;string;minimal,,0.25,0.4,0.3,0.7,0.2,0,0.8,instrumental,0,acoustic,"""{""""deep_night_introspective"""":0.85,""""morning_cloudy_slow"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.85,温暖的木吉他独奏，简约而深情，充满对母亲的怀旧与感伤
Feel Real,Daniel Woolhouse,dreamy;warm;nostalgic,soft_synth;ambient_pad;lofi_dust;reverb_heavy,,0.35,0.45,0.4,0.6,0.3,0,0.5,instrumental,0,lo_fi,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,温暖梦幻的 lo-fi 氛围，软合成器与混响营造怀旧感，适合专注或漫步
Last-M,林ゆうき,introspective;melancholic;restrained,piano;string;cinematic;minimal,,0.2,0.3,0.25,0.35,0.1,0,0.75,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的极简配乐，内省而克制，带有淡淡的哀愁
Sight,小林武史,introspective;melancholic;restrained,piano;string;cinematic;minimal,,0.25,0.35,0.3,0.4,0.15,0,0.75,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,小林武史的钢琴与弦乐编排，内敛而克制，充满电影感的沉思氛围
Drops,FKJ,dreamy;warm;nostalgic,soft_synth;ambient_pad;lofi_dust;field_recording,,0.25,0.4,0.3,0.6,0.2,0,0.45,instrumental,0,lo_fi,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",rain_on_glass,0.9,FKJ 的 lo-fi 氛围作品，软合成器与现场录音交织，温暖而怀旧，适合专注或慢节奏场景
扫兴,王菲,restless;bittersweet;unresolved,electric_distant;cold_synth;reverb_heavy;vocal_breath,,0.45,0.35,0.55,0.3,0.4,0.75,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",city_to_inner_room,0.85,王菲冷冽的声线搭配疏离的电子音色，营造出不安与未解的都市情绪
Wicked Game,Chris Isaak,melancholic;sensual;bittersweet,reverb_heavy;electric_distant;vocal_breath,,0.3,0.35,0.4,0.45,0.25,0.7,0.75,en,1,rock,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""evening_city_walk"""":0.75}""",fade_into_inner_space,0.9,Chris Isaak 标志性的低沉声线搭配深远混响的吉他，营造出忧郁而性感的夜晚氛围
Feedback,Kanye West,restless;urban;unresolved,electric_distant;cold_synth;grainy,,0.85,0.7,0.9,0.3,0.8,0.9,0.6,en,1,hip_hop,"""{""""evening_city_walk"""":0.5,""""deep_night_introspective"""":0.4,""""user_requested_explore"""":0.55}""",city_to_inner_room,0.85,高能量工业嘻哈，粗粝的合成器与Kanye的侵略性人声，充满都市不安与未解决的张力
Famous,Kanye West,restless;urban;bittersweet,electric_distant;vocal_breath;reverb_heavy,,0.6,0.45,0.65,0.4,0.55,0.8,0.7,en,1,hip_hop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,Kanye West 的挑衅性人声与工业感制作，充满都市不安与苦涩自信
浮躁,王菲,restless;dreamy;detached,acoustic;vocal_breath;minimal,,0.45,0.5,0.35,0.4,0.5,0.7,0.5,zh,1,art_pop,"""{""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75,""""deep_night_introspective"""":0.7}""",city_to_inner_room,0.85,王菲慵懒随性的声线与轻快木吉他，营造出不安又梦幻的都市游离感
无奈的孽缘,邱比,melancholic;restrained;bittersweet,piano;reverb_heavy;minimal,,0.25,0.3,0.35,0.4,0.2,0.5,0.75,zh,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,邱比独特的声线与极简钢琴编排，营造出克制而苦涩的忧郁氛围，适合深夜内省
湘靈鼓瑟,假假條,melancholic;restrained;bittersweet,piano;string;cinematic;reverb_heavy,,0.3,0.35,0.5,0.4,0.2,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.85,钢琴与弦乐交织的悲怆氛围，厚重混响营造出古典式的内省与哀愁
血腥爱情故事,张惠妹,restless;melancholic;unresolved,electric_distant;reverb_heavy;vocal_breath;cinematic,,0.6,0.3,0.7,0.25,0.55,0.85,0.9,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.7}""",late_night_descent,0.9,张惠妹充满张力的声线配合暗黑编曲，情绪浓烈不安，如同深夜坠入内心深渊
November,Message to Bears,introspective;melancholic;restrained,piano;string;field_recording;minimal,,0.2,0.3,0.25,0.4,0.15,0,0.75,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.9,钢琴与弦乐交织，田野录音增添自然留白，整体氛围内省而克制
君ノ記憶,mao,nostalgic;warm;bittersweet,piano;string;vocal_breath,,0.4,0.5,0.45,0.6,0.3,0.6,0.65,ja,1,anime_song,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.7,""""night_clear_lonely"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织，温暖怀旧的日式抒情，人声轻柔带有回忆感
暮春秋色,译,introspective;misty;melancholic,piano;ambient_pad;minimal;field_recording,,0.2,0.3,0.25,0.4,0.15,0,0.7,instrumental,0,ambient,"""{""""morning_cloudy_slow"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",afterglow_fading,0.85,钢琴与氛围音垫交织，带有田野录音的朦胧感，营造出内省而略带忧郁的暮色氛围
Twenty-Something,Pet Shop Boys,urban;nostalgic;restless,soft_synth;cold_synth;electric_distant,,0.6,0.5,0.55,0.4,0.6,0.7,0.5,en,1,synthpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,Pet Shop Boys 标志性的合成器流行，都市感与怀旧交织，略带不安的节奏驱动
落叶荒寺,郑玮莹,introspective;melancholic;restrained,piano;string;minimal;cinematic,,0.2,0.3,0.25,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.8}""",slow_opening,0.9,钢琴与弦乐交织出荒凉古寺的意境，内省而克制，充满留白与孤独感
かざむき,セブンスヘブンMAXION,dreamy;misty;nostalgic,soft_synth;ambient_pad;reverb_heavy;vocal_breath,,0.35,0.4,0.4,0.5,0.3,0.6,0.55,ja,1,j_pop,"""{""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75,""""deep_night_introspective"""":0.7}""",soft_focus_work,0.85,梦幻的合成器与混响人声，营造出朦胧怀旧的日式氛围
Theme From Lupin 3(Full size version),大野雄二,urban;restless;nostalgic,acoustic;jazz_brush;electric_distant;soft_synth,,0.6,0.7,0.55,0.5,0.65,0,0.4,instrumental,0,jazz,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,大野雄二的经典爵士配乐，轻快的节奏与电声元素交织，充满都市冒险感
Blue on Blue,Say Lou Lou,dreamy;nostalgic;bittersweet,soft_synth;reverb_heavy;vocal_breath;electric_distant,,0.4,0.45,0.5,0.5,0.4,0.6,0.65,en,1,dream_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",city_to_inner_room,0.85,梦幻流行风格，软合成器与深远混响营造出怀旧而略带苦涩的都市夜晚氛围
His Smile,麗美,warm;nostalgic;bittersweet,piano;string;reverb_heavy;vocal_breath,,0.25,0.4,0.3,0.6,0.15,0.3,0.7,en,1,ambient_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.85,钢琴与弦乐交织，人声轻柔如呼吸，温暖中带着淡淡的怀旧与忧伤
Minamo,DJ OKAWARI,dreamy;warm;nostalgic,piano;soft_synth;ambient_pad;lofi_dust,,0.25,0.4,0.3,0.6,0.2,0,0.45,instrumental,0,lo_fi,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,温暖的钢琴与软合成器交织，lo-fi 质感营造出梦幻而怀旧的氛围，适合专注或悠闲场景
Too Bright,Perfume Genius,restrained;melancholic;unresolved,piano;reverb_heavy;vocal_breath;minimal,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,脆弱的人声与极简钢琴，混响深沉，情绪克制而悬而未决
木蓮のクリーム,ともさかりえ,warm;nostalgic;dreamy,acoustic;soft_synth;vocal_breath;string,,0.35,0.5,0.4,0.7,0.3,0.6,0.55,ja,1,j_pop,"""{""""morning_clear_light"""":0.75,""""afternoon_warm_idle"""":0.8,""""evening_city_walk"""":0.7}""",slow_opening,0.85,ともさかりえ的温暖声线搭配木吉他与弦乐，营造怀旧而梦幻的日式流行氛围
Forwards,Tom Day,introspective;hopeful;restrained,ambient_pad;piano;minimal;cinematic,,0.25,0.4,0.3,0.5,0.2,0,0.6,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""deep_night_introspective"""":0.75}""",slow_opening,0.85,钢琴与氛围铺垫，克制而内省，带有向前流动的希望感
二十二桥枫别雨,墨明棋妙,nostalgic;melancholic;dreamy,piano;string;ambient_pad;cinematic,,0.25,0.4,0.35,0.5,0.2,0,0.7,instrumental,0,new_age,"""{""""morning_cloudy_slow"""":0.85,""""night_rain_humid"""":0.8,""""deep_night_introspective"""":0.75}""",rain_on_glass,0.85,古风钢琴与弦乐交织，营造出秋雨枫桥般的怀旧与梦幻意境
時さえ忘れて,菊地成孔,dreamy;nostalgic;restrained,soft_synth;jazz_brush;electric_distant;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0,0.65,instrumental,0,jazz,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",city_to_inner_room,0.85,菊地成孔的爵士融合风格，软合成器与爵士刷子营造出梦幻怀旧且克制的都市夜晚氛围
万里の長城,太田美知彦,restrained;melancholic;nostalgic,piano;string;cinematic;reverb_heavy,,0.25,0.3,0.4,0.35,0.2,0,0.75,instrumental,0,cinematic_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的宏大而克制的旋律，带有历史感的怀旧与忧郁
La Sola,川井憲次,lonely;melancholic;restrained,piano;minimal;reverb_heavy,,0.15,0.25,0.2,0.3,0.1,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",afterglow_fading,0.9,川井憲次的钢琴独奏，极简而空旷，充满孤独与克制的悲凉感
暗くなるまで待って,菊地成孔,urban;restrained;bittersweet,jazz_brush;electric_distant;soft_synth;reverb_heavy,,0.4,0.45,0.5,0.5,0.4,0,0.6,instrumental,0,jazz,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",city_to_inner_room,0.85,菊地成孔的爵士融合，电子化处理与深远混响营造出都市夜晚的克制与苦涩感
ふたりの気持ち,和田薫,warm;nostalgic;bittersweet,piano;string;cinematic,,0.25,0.4,0.35,0.6,0.2,0,0.7,instrumental,0,soundtrack,"""{""""morning_cloudy_slow"""":0.85,""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的温暖旋律，带有怀旧与淡淡的忧伤，适合阴天或夜晚聆听
Walk alone in Christmas,梁晓雪,lonely;nostalgic;warm,acoustic;string;vocal_breath,,0.35,0.45,0.4,0.6,0.3,0.6,0.65,zh,1,folk_pop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,木吉他与人声交织，圣诞独行的怀旧与温暖孤独感
カノン,Janis Crunch,dreamy;nostalgic;melancholic,piano;string;reverb_heavy;cinematic,,0.25,0.4,0.35,0.5,0.2,0,0.7,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.85,钢琴与弦乐交织的经典改编，混响厚重，带有梦幻与怀旧的忧郁感
我的父亲母亲 (终曲),三宝,nostalgic;melancholic;warm,string;piano;cinematic;minimal,,0.2,0.35,0.3,0.6,0.15,0,0.8,instrumental,0,film_score,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""morning_cloudy_slow"""":0.75}""",afterglow_fading,0.9,电影配乐终曲，弦乐与钢琴交织出怀旧而温暖的忧伤，情感厚重但能量低
Everything at Once,Travis,dreamy;nostalgic;hopeful,acoustic;soft_synth;vocal_breath;string,,0.4,0.5,0.45,0.55,0.35,0.6,0.5,en,1,indie_rock,"""{""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,Travis 标志性的英伦摇滚风格，木吉他与软合成器交织，梦幻而怀旧，人声轻柔充满希望
Life After Death,Grimes,dreamy;melancholic;restless,soft_synth;reverb_heavy;vocal_breath;ambient_pad,,0.4,0.4,0.5,0.35,0.3,0.6,0.7,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""evening_city_walk"""":0.75}""",fade_into_inner_space,0.85,Grimes 空灵而略带不安的人声与梦幻合成器交织，营造出忧郁而内省的氛围
Breathin' (Extended Vocal Mix),EDX,restless;urban;hopeful,soft_synth;electric_distant;reverb_heavy,,0.65,0.55,0.6,0.45,0.7,0.6,0.5,en,1,deep_house,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,深浩室节拍驱动，人声与合成器营造出都市律动与期待感
Celtic Sphere,Margot Reisinger,introspective;dreamy;restrained,ambient_pad;minimal;cinematic;field_recording,,0.2,0.3,0.25,0.45,0.1,0,0.6,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",soft_focus_work,0.85,氛围音乐，以环境音色和极简编排营造内省而梦幻的质感，能量低，适合专注或沉思场景
Lillies of the valley,Thomas Hanreich,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.15,0.25,0.2,0.35,0.1,0,0.75,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,极简钢琴独奏，缓慢而内省，混响营造出空旷的孤独感
TRUE LOVE,藤井フミヤ,nostalgic;warm;bittersweet,acoustic;string;vocal_breath,,0.4,0.5,0.45,0.6,0.35,0.65,0.65,ja,1,j_pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_clear_lonely"""":0.7}""",slow_opening,0.85,藤井フミヤ的温暖声线搭配木吉他与弦乐，怀旧而略带苦涩的抒情曲
waltz,Fragrance of Notes,dreamy;nostalgic;warm,piano;string;reverb_heavy;minimal,,0.25,0.4,0.3,0.6,0.2,0,0.65,instrumental,0,modern_classical,"""{""""morning_cloudy_slow"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的圆舞曲，梦幻怀旧且温暖，节奏舒缓，适合内省与专注场景
From The Morning,Wool Strings,warm;nostalgic;hopeful,acoustic;string;soft_synth;vocal_breath,,0.35,0.55,0.4,0.7,0.3,0.5,0.6,en,1,folk,"""{""""morning_clear_light"""":0.85,""""weekend_slow"""":0.8,""""afternoon_warm_idle"""":0.75}""",slow_opening,0.85,温暖的木吉他与人声，弦乐轻柔铺垫，营造出清晨般的怀旧与希望感
我的海洋,吴金黛,dreamy;misty;restrained,field_recording;ambient_pad;minimal;piano,,0.15,0.35,0.2,0.5,0.1,0,0.6,instrumental,0,ambient,"""{""""morning_cloudy_slow"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_rain_humid"""":0.75}""",rain_on_glass,0.9,自然声场录音与极简钢琴交织，营造出朦胧而宁静的海洋氛围
Lazy Calm,Cocteau Twins,dreamy;misty;detached,ambient_pad;reverb_heavy;vocal_breath;electric_distant,,0.25,0.35,0.3,0.5,0.2,0.4,0.45,en,1,dream_pop,"""{""""morning_cloudy_slow"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.75}""",soft_focus_work,0.9,Cocteau Twins标志性的空灵人声与氛围铺底，营造出慵懒而朦胧的梦幻感
无力之王,逆耳乐队,melancholic;restrained;unresolved,electric_distant;reverb_heavy;minimal;cold_synth,,0.25,0.2,0.35,0.3,0.2,0,0.8,instrumental,0,post_rock,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,后摇滚器乐编排，冷调电吉他加厚重混响，营造出克制而悬而未决的沉重感
噢!乖,窦唯,restless;unresolved;urban,electric_distant;cold_synth;vocal_breath,,0.6,0.4,0.6,0.3,0.55,0.7,0.65,zh,1,art_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,窦唯的冷调人声与电声质感，充满都市不安与悬而未决的情绪
冬至,莫文蔚,melancholic;nostalgic;bittersweet,piano;string;vocal_breath,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.85,莫文蔚低沉声线搭配钢琴与弦乐，营造出冬日怀旧与淡淡哀愁的氛围
気楽なお祭り日和,梅林茂,warm;hopeful;nostalgic,acoustic;string;field_recording,,0.4,0.6,0.4,0.7,0.5,0,0.4,instrumental,0,jazz,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",soft_focus_work,0.85,梅林茂的器乐作品，温暖的木管与弦乐营造出轻松愉悦的节日氛围，带有怀旧感
